     1.00000000100000013825E-001      2.16781905849555935488E-0195
     2.00000000100000019376E-001      5.35298885327357859738E-1140
     3.00000000100000052683E-001      7.86035059796415908896E-0410
     4.00000000100000030478E-001      1.03890047144026608770E-0188
     5.00000000100000008274E-001      1.72542449205757841187E-0097
     6.00000000100000097092E-001      6.09900056708207836900E-0055
     7.00000000100000074887E-001      2.82184373499833484126E-0032
     8.00000000100000052683E-001      2.36506407386418427405E-0018
     9.00000000100000030478E-001      1.03413193900313391121E-0009
     1.00000000010000000827E+000      3.35356412681073968010E-0004
     1.10000000010000009709E+000      1.37268327673369987864E+0000
     1.20000000010000018591E+000      1.70134143803804351815E+0002
     1.30000000010000005268E+000      8.68307255550530448193E+0003
     1.40000000010000014150E+000      1.68708345377633245912E+0005
     1.50000000010000000827E+000      1.56562222995587220331E+0006
     1.60000000010000009709E+000      9.25009776866216404837E+0006
     1.70000000010000018591E+000      3.76193712625283269519E+0007
     1.80000000010000005268E+000      1.19083692002275417550E+0008
     1.90000000010000014150E+000      2.93364065683156403015E+0008
     2.00000000010000000827E+000      6.34551552645398126195E+0008
     2.10000000010000009709E+000      1.20604882777099402390E+0009
     2.20000000010000018591E+000      2.06550361648991290947E+0009
     2.30000000010000027473E+000      3.25611912384167710943E+0009
     2.40000000010000036355E+000      4.80225797858389252100E+0009
     2.50000000010000000827E+000      6.70980508176364280748E+0009
     2.60000000010000009709E+000      8.96902356363464494489E+0009
     2.70000000010000018591E+000      1.15585200525427102878E+0010
     2.80000000010000027473E+000      1.44492947984527350090E+0010
     2.90000000010000036355E+000      1.76082825131275658026E+0010
     3.00000000010000000827E+000      2.10369961050230118229E+0010
     3.10000000010000009709E+000      2.47179418484560511567E+0010
     3.20000000010000018591E+000      2.85899644454479236622E+0010
     3.30000000010000027473E+000      3.26245406462123823227E+0010
     3.40000000010000036355E+000      3.67959870397889087353E+0010
     3.50000000010000000827E+000      4.10816103817523645846E+0010
     3.60000000010000009709E+000      4.54616610586921874201E+0010
     3.70000000010000018591E+000      4.99191630505274581957E+0010
     3.80000000010000027473E+000      5.44396735141118990907E+0010
     3.90000000010000036355E+000      5.90110083114870514879E+0010
     4.00000000010000000827E+000      6.36677677578509263409E+0010
     4.10000000010000054118E+000      6.84091641535993883673E+0010
     4.20000000010000018591E+000      7.31861293467734209971E+0010
     4.30000000009999983064E+000      7.79925082823396564012E+0010
     4.40000000010000036355E+000      8.28230333849937285539E+0010
     4.50000000010000000827E+000      8.76731042063353994750E+0010
     4.60000000010000054118E+000      9.25385841508177117539E+0010
     4.70000000010000018591E+000      9.74156160456742466988E+0010
     4.80000000010000071882E+000      1.02300458674660404934E+0011
     4.90000000010000036355E+000      1.07189347061165742388E+0011
     5.00000000010000000827E+000      1.12119450781870997855E+0011
     5.10000000010000054118E+000      1.17090136997944544833E+0011
     5.20000000010000018591E+000      1.22057152215324007393E+0011
     5.30000000010000071882E+000      1.41239187843641909740E+0011
     5.40000000010000036355E+000      1.31959319902445995543E+0011
     5.50000000010000000827E+000      1.37014655082460099675E+0011
     5.60000000010000054118E+000      1.41910311575326424977E+0011
     5.70000000010000018591E+000      1.46645342970206406443E+0011
     5.80000000010000071882E+000      1.51470612360291388237E+0011
     5.90000000010000036355E+000      1.56249610262661703251E+0011
     6.00000000010000000827E+000      6.59237982486435655681E+0011
     6.10000000010000054118E+000      1.65755163800438957392E+0011
     6.20000000010000018591E+000      1.70431786745257844653E+0011
     6.30000000010000071882E+000      1.75210995478232699034E+0011
     6.40000000010000036355E+000      1.79560390677681429093E+0011
     6.50000000010000000827E+000      1.83999077753976420391E+0011
     6.60000000010000054118E+000      2.06610648805591596917E+0011
     6.70000000010000018591E+000      5.07069515399777810607E+0011
     6.80000000010000071882E+000      2.30904576535862009342E+0011
     6.90000000010000036355E+000      2.00886273905106173042E+0011
     7.00000000010000000827E+000      2.04705330072603863106E+0011
     7.10000000010000054118E+000      3.35659914243522756056E+0011
     7.20000000010000018591E+000      1.43136478912814989811E+0011
     7.30000000010000071882E+000      8.63619162700920265591E+0010
     7.40000000010000036355E+000      8.83966101687499387355E+0010
     7.50000000010000000827E+000      9.15000215231437378896E+0010
     7.60000000010000054118E+000      9.24999855637912856316E+0010
     7.70000000010000018591E+000      1.26509554243195865906E+0011
     7.80000000010000071882E+000      9.67640164248495367995E+0010
     7.90000000010000036355E+000      8.16438129963578387105E+0010
     8.00000000010000000827E+000      7.60133802406421237307E+0010
     8.10000000009999965300E+000      7.85107120936926305260E+0010
     8.20000000010000107409E+000      7.69448888386142940792E+0010
     8.30000000010000071882E+000      7.65469078669674204521E+0010
     8.40000000010000036355E+000      6.92449010756283790824E+0010
     8.50000000010000000827E+000      7.05483342909153101237E+0010
     8.60000000009999965300E+000      7.18539747468720475500E+0010
     8.70000000010000107409E+000      7.31615111237099980695E+0010
     8.80000000010000071882E+000      7.44705982061788953197E+0010
     8.90000000010000036355E+000      7.57808567419811625768E+0010
     9.00000000010000000827E+000      7.70918736458718926137E+0010
     9.10000000009999965300E+000      7.84032025506547057465E+0010
     9.20000000010000107409E+000      7.97143646991094735915E+0010
     9.30000000010000071882E+000      8.10248501642760330228E+0010
     9.40000000010000036355E+000      8.23341193796314707142E+0010
     9.50000000010000000827E+000      8.36416049556392174835E+0010
     9.60000000010000142936E+000      8.49467137549904288038E+0010
     9.70000000010000107409E+000      8.62488291956342376853E+0010
     9.80000000010000071882E+000      8.75473137483817745253E+0010
     9.90000000010000036355E+000      8.88415118008517896774E+0010
     1.00000000001000000083E+001      9.01864821014419646997E+0010
     1.01000000001000014294E+001      9.15823892663892490842E+0010
     1.02000000001000010741E+001      9.29731111919354850995E+0010
     1.03000000001000007188E+001      9.43577874906165536969E+0010
     1.04000000001000003635E+001      9.57355504779463966258E+0010
     1.05000000001000000083E+001      9.71055289180332525661E+0010
     1.06000000001000014294E+001      9.84668517145299920764E+0010
     1.07000000001000010741E+001      9.98186515119287290281E+0010
     1.08000000001000007188E+001      1.01160068176040042868E+0011
     1.09000000001000003635E+001      1.02490252126472596354E+0011
     1.10000000001000000083E+001      1.03808367497953605483E+0011
     1.11000000001000014294E+001      1.05113595111309240427E+0011
     1.12000000001000010741E+001      1.06405135238798457093E+0011
     1.13000000001000007188E+001      1.07682210152182775044E+0011
     1.14000000001000003635E+001      1.08944066445392102825E+0011
     1.15000000001000000083E+001      1.10189977126865528945E+0011
     1.16000000001000014294E+001      1.11419243479585003592E+0011
     1.17000000001000010741E+001      1.12631196689466540977E+0011
     1.18000000001000007188E+001      1.13825199245120425608E+0011
     1.19000000001000003635E+001      1.15000646114038659063E+0011
     1.20000000001000000083E+001      1.16156965702021799354E+0011
     1.21000000001000014294E+001      1.17293620604133666300E+0011
     1.22000000001000010741E+001      1.18410108156674119515E+0011
     1.23000000001000007188E+001      1.19505960800621889257E+0011
     1.24000000001000003635E+001      1.20580746267725881827E+0011
     1.25000000001000000083E+001      1.21634067600935701256E+0011
     1.26000000001000014294E+001      1.22665563021199142778E+0011
     1.27000000001000010741E+001      1.23674905652805088570E+0011
     1.28000000001000007188E+001      1.24661803119467407080E+0011
     1.29000000001000003635E+001      1.25625997023227035876E+0011
     1.30000000001000000083E+001      1.26567262318022038354E+0011
     1.31000000001000014294E+001      1.27485406589457211551E+0011
     1.32000000001000010741E+001      1.28380269251909474480E+0011
     1.33000000001000007188E+001      1.29251720673648146651E+0011
     1.34000000001000003635E+001      1.30099661240145785238E+0011
     1.35000000001000000083E+001      1.30924020365215200417E+0011
     1.36000000001000014294E+001      1.31724755459043510208E+0011
     1.37000000001000010741E+001      1.32501850861613372199E+0011
     1.38000000001000007188E+001      1.33255316749416912075E+0011
     1.39000000001000003635E+001      1.33985188022778041154E+0011
     1.40000000001000000083E+001      1.34691523180522405310E+0011
     1.41000000001000014294E+001      1.35374403188158653897E+0011
     1.42000000001000010741E+001      1.36033930345190444580E+0011
     1.43000000001000007188E+001      1.36670227156634089863E+0011
     1.44000000001000003635E+001      1.37283435213311481700E+0011
     1.45000000001000000083E+001      1.37873714084994862235E+0011
     1.46000000001000014294E+001      1.38441240230015692914E+0011
     1.47000000001000010741E+001      1.38986205924514213264E+0011
     1.48000000001000007188E+001      1.39508818214093707423E+0011
     1.49000000001000003635E+001      1.40009297890256440742E+0011
     1.50000000001000000083E+001      1.40502746790194360229E+0011
     1.51000000001000014294E+001      1.40988965140332286163E+0011
     1.52000000001000010741E+001      1.41453057341232560691E+0011
     1.53000000001000007188E+001      1.41895287823661350808E+0011
     1.54000000001000003635E+001      1.42315932291723722561E+0011
     1.55000000001000000083E+001      1.42715275786089201132E+0011
     1.56000000001000014294E+001      1.43093611800206158630E+0011
     1.57000000001000010741E+001      1.43451241431626939029E+0011
     1.58000000001000007188E+001      1.43788472568620681522E+0011
     1.59000000001000003635E+001      1.44105619112070730241E+0011
     1.60000000000999982319E+001      1.44403000232477971739E+0011
     1.61000000000999996530E+001      1.44680939661799838846E+0011
     1.62000000000999975214E+001      1.44939765019645215285E+0011
     1.63000000000999989425E+001      1.45179807173321444452E+0011
     1.64000000001000003635E+001      1.45401399631085667594E+0011
     1.65000000000999982319E+001      1.45604877967887804166E+0011
     1.66000000000999996530E+001      1.45790579282824989634E+0011
     1.67000000000999975214E+001      1.45958841687465760441E+0011
     1.68000000000999989425E+001      1.46110003824163629323E+0011
     1.69000000001000003635E+001      1.46244404413435529779E+0011
     1.70000000000999982319E+001      1.46362381829457162023E+0011
     1.71000000000999996530E+001      1.46464273702705423984E+0011
     1.72000000000999975214E+001      1.46550416548764772964E+0011
     1.73000000000999989425E+001      1.46621145422306166755E+0011
     1.74000000001000003635E+001      1.46676793595246392949E+0011
     1.75000000000999982319E+001      1.46717692258097888334E+0011
     1.76000000000999996530E+001      1.46744170243525853896E+0011
     1.77000000000999975214E+001      1.46756553771141610458E+0011
